job_key,reference,snapshot_date,skill
UMBRTIQT-2026-08-10,UMBRTIQT,2026-08-10,MS Office
UMBRTIQT-2026-08-10,UMBRTIQT,2026-08-10,MS Excel
MCXWCSNF-2026-08-10,MCXWCSNF,2026-08-10,QA
MCXWCSNF-2026-08-10,MCXWCSNF,2026-08-10,Manual Testing
MCXWCSNF-2026-08-10,MCXWCSNF,2026-08-10,API testing
OGHJGU0J-2026-08-10,OGHJGU0J,2026-08-10,PPAP
TYTKOCIY-2026-08-10,TYTKOCIY,2026-08-10,ERP
TYTKOCIY-2026-08-10,TYTKOCIY,2026-08-10,KPI
TYTKOCIY-2026-08-10,TYTKOCIY,2026-08-10,Lean
HEYVSSJ4-2026-08-10,HEYVSSJ4,2026-08-10,Business inteligence
HEYVSSJ4-2026-08-10,HEYVSSJ4,2026-08-10,Data governance
HEYVSSJ4-2026-08-10,HEYVSSJ4,2026-08-10,Data Quality
HIXGIM3A-2026-08-10,HIXGIM3A,2026-08-10,Wykształcenie wyższe
HIXGIM3A-2026-08-10,HIXGIM3A,2026-08-10,SAP
HIXGIM3A-2026-08-10,HIXGIM3A,2026-08-10,MS Office
VWKS4VT9-2026-08-10,VWKS4VT9,2026-08-10,Kafka
VWKS4VT9-2026-08-10,VWKS4VT9,2026-08-10,JSON
VWKS4VT9-2026-08-10,VWKS4VT9,2026-08-10,UML
PPQEM6KB-2026-08-10,PPQEM6KB,2026-08-10,Java
PPQEM6KB-2026-08-10,PPQEM6KB,2026-08-10,REST API
PPQEM6KB-2026-08-10,PPQEM6KB,2026-08-10,Microservices
HZPG7WOI-2026-08-10,HZPG7WOI,2026-08-10,SAP
HZPG7WOI-2026-08-10,HZPG7WOI,2026-08-10,Wykształcenie wyższe
HZPG7WOI-2026-08-10,HZPG7WOI,2026-08-10,S/4HANA
WYEB3MYN-2026-08-10,WYEB3MYN,2026-08-10,Java
WYEB3MYN-2026-08-10,WYEB3MYN,2026-08-10,Data engineering
WYEB3MYN-2026-08-10,WYEB3MYN,2026-08-10,Spring Boot
FQI2F7TG-2026-08-10,FQI2F7TG,2026-08-10,SQL
FQI2F7TG-2026-08-10,FQI2F7TG,2026-08-10,MSSQL
FQI2F7TG-2026-08-10,FQI2F7TG,2026-08-10,PostgreSQL
8PSERTPY-2026-08-10,8PSERTPY,2026-08-10,Doświadczenie
8PSERTPY-2026-08-10,8PSERTPY,2026-08-10,MS Office
VEPOX1VK-2026-08-10,VEPOX1VK,2026-08-10,Doświadczenie
VEPOX1VK-2026-08-10,VEPOX1VK,2026-08-10,Magazyn
VEPOX1VK-2026-08-10,VEPOX1VK,2026-08-10,Komputer
1JFJBAKF-2026-08-10,1JFJBAKF,2026-08-10,Jira
1JFJBAKF-2026-08-10,1JFJBAKF,2026-08-10,Confluence
1JFJBAKF-2026-08-10,1JFJBAKF,2026-08-10,MS Office
EAVQW4O6-2026-08-10,EAVQW4O6,2026-08-10,Zarządzanie projektami
EAVQW4O6-2026-08-10,EAVQW4O6,2026-08-10,Project management
EAVQW4O6-2026-08-10,EAVQW4O6,2026-08-10,Programy transformacyjne
F01ZZJWX-2026-08-10,F01ZZJWX,2026-08-10,ITIL
F01ZZJWX-2026-08-10,F01ZZJWX,2026-08-10,Infrastructure
F01ZZJWX-2026-08-10,F01ZZJWX,2026-08-10,Root cause
AUHNQXHM-2026-08-10,AUHNQXHM,2026-08-10,C++
AUHNQXHM-2026-08-10,AUHNQXHM,2026-08-10,C
AUHNQXHM-2026-08-10,AUHNQXHM,2026-08-10,Bash
OPXLAPPA-2026-08-10,OPXLAPPA,2026-08-10,Python
OPXLAPPA-2026-08-10,OPXLAPPA,2026-08-10,React
OPXLAPPA-2026-08-10,OPXLAPPA,2026-08-10,TypeScript
6QDRFD0V-2026-08-10,6QDRFD0V,2026-08-10,AWS CDK
6QDRFD0V-2026-08-10,6QDRFD0V,2026-08-10,AWS
6QDRFD0V-2026-08-10,6QDRFD0V,2026-08-10,IaC
ORDDXKDU-2026-08-10,ORDDXKDU,2026-08-10,CRM
ORDDXKDU-2026-08-10,ORDDXKDU,2026-08-10,Sprzedaż
DRR5GMIN-2026-08-10,DRR5GMIN,2026-08-10,Java
DRR5GMIN-2026-08-10,DRR5GMIN,2026-08-10,API
DRR5GMIN-2026-08-10,DRR5GMIN,2026-08-10,DDD
CLBIUXZS-2026-08-10,CLBIUXZS,2026-08-10,Wykształcenie wyższe
CLBIUXZS-2026-08-10,CLBIUXZS,2026-08-10,Doświadczenie
CLBIUXZS-2026-08-10,CLBIUXZS,2026-08-10,Prawo podatkowe
DJFSTXY9-2026-08-10,DJFSTXY9,2026-08-10,Wykształcenie techniczne
DJFSTXY9-2026-08-10,DJFSTXY9,2026-08-10,Doświadczenie
DJFSTXY9-2026-08-10,DJFSTXY9,2026-08-10,SEP
NHEIUOUI-2026-08-10,NHEIUOUI,2026-08-10,Python
NHEIUOUI-2026-08-10,NHEIUOUI,2026-08-10,SQL
NHEIUOUI-2026-08-10,NHEIUOUI,2026-08-10,ETL
UYHANPTP-2026-08-10,UYHANPTP,2026-08-10,Python
UYHANPTP-2026-08-10,UYHANPTP,2026-08-10,SQL
UYHANPTP-2026-08-10,UYHANPTP,2026-08-10,ETL
WCVYQNXM-2026-08-10,WCVYQNXM,2026-08-10,Doświadczenie
WCVYQNXM-2026-08-10,WCVYQNXM,2026-08-10,Decyzyjność
WCVYQNXM-2026-08-10,WCVYQNXM,2026-08-10,Samodyscyplina
MGEQM9MA-2026-08-10,MGEQM9MA,2026-08-10,SAP
MGEQM9MA-2026-08-10,MGEQM9MA,2026-08-10,MS Office
MGEQM9MA-2026-08-10,MGEQM9MA,2026-08-10,Spedycja
IZCIDNLG-2026-08-10,IZCIDNLG,2026-08-10,SAP
IZCIDNLG-2026-08-10,IZCIDNLG,2026-08-10,MS Office
IZCIDNLG-2026-08-10,IZCIDNLG,2026-08-10,Spedycja
1KES5H5F-2026-08-10,1KES5H5F,2026-08-10,Python
1KES5H5F-2026-08-10,1KES5H5F,2026-08-10,SQL
1KES5H5F-2026-08-10,1KES5H5F,2026-08-10,ETL
JGNCHJS6-2026-08-10,JGNCHJS6,2026-08-10,Python
JGNCHJS6-2026-08-10,JGNCHJS6,2026-08-10,SQL
JGNCHJS6-2026-08-10,JGNCHJS6,2026-08-10,ETL
AV2JLWWC-2026-08-10,AV2JLWWC,2026-08-10,Python
AV2JLWWC-2026-08-10,AV2JLWWC,2026-08-10,Bash
AV2JLWWC-2026-08-10,AV2JLWWC,2026-08-10,Go
FFAMDBQY-2026-08-10,FFAMDBQY,2026-08-10,Project management
FFAMDBQY-2026-08-10,FFAMDBQY,2026-08-10,Jira
FFAMDBQY-2026-08-10,FFAMDBQY,2026-08-10,Scrum
BU12UKKE-2026-08-10,BU12UKKE,2026-08-10,Tableau
BU12UKKE-2026-08-10,BU12UKKE,2026-08-10,SQL
BU12UKKE-2026-08-10,BU12UKKE,2026-08-10,Snowflake
DPXGG5TP-2026-08-10,DPXGG5TP,2026-08-10,C
DPXGG5TP-2026-08-10,DPXGG5TP,2026-08-10,C++
DPXGG5TP-2026-08-10,DPXGG5TP,2026-08-10,Java
NZAIMQEL-2026-08-10,NZAIMQEL,2026-08-10,UNITY
NZAIMQEL-2026-08-10,NZAIMQEL,2026-08-10,Unreal Engine
NZAIMQEL-2026-08-10,NZAIMQEL,2026-08-10,Blender
X5EZ7HE3-2026-08-10,X5EZ7HE3,2026-08-10,Microsoft Windows
X5EZ7HE3-2026-08-10,X5EZ7HE3,2026-08-10,Python
X5EZ7HE3-2026-08-10,X5EZ7HE3,2026-08-10,Bash
11BCLWSE-2026-08-10,11BCLWSE,2026-08-10,Java
11BCLWSE-2026-08-10,11BCLWSE,2026-08-10,Windows
11BCLWSE-2026-08-10,11BCLWSE,2026-08-10,Red Hat
LLMZHHNV-2026-08-10,LLMZHHNV,2026-08-10,FSSC 22000
LLMZHHNV-2026-08-10,LLMZHHNV,2026-08-10,HACCP
LLMZHHNV-2026-08-10,LLMZHHNV,2026-08-10,Produkcja
U4BSLAYQ-2026-08-10,U4BSLAYQ,2026-08-10,Linux
U4BSLAYQ-2026-08-10,U4BSLAYQ,2026-08-10,Bash
U4BSLAYQ-2026-08-10,U4BSLAYQ,2026-08-10,Networking
TZEZQUEB-2026-08-10,TZEZQUEB,2026-08-10,Product Owner
TZEZQUEB-2026-08-10,TZEZQUEB,2026-08-10,Scrum
TZEZQUEB-2026-08-10,TZEZQUEB,2026-08-10,Agile
ZKEHWZIV-2026-08-10,ZKEHWZIV,2026-08-10,Jira
ZKEHWZIV-2026-08-10,ZKEHWZIV,2026-08-10,Confluence
ZKEHWZIV-2026-08-10,ZKEHWZIV,2026-08-10,Umiejętności komunikacyjne
MJEYPDXV-2026-08-10,MJEYPDXV,2026-08-10,.NET
MJEYPDXV-2026-08-10,MJEYPDXV,2026-08-10,C#
MJEYPDXV-2026-08-10,MJEYPDXV,2026-08-10,React
FZJ6WD75-2026-08-10,FZJ6WD75,2026-08-10,Jira
FZJ6WD75-2026-08-10,FZJ6WD75,2026-08-10,Confluence
FZJ6WD75-2026-08-10,FZJ6WD75,2026-08-10,Umiejętności komunikacyjne
CZE9NQTN-2026-08-10,CZE9NQTN,2026-08-10,iOS
CZE9NQTN-2026-08-10,CZE9NQTN,2026-08-10,Dart
CZE9NQTN-2026-08-10,CZE9NQTN,2026-08-10,Flutter
ZOZXRJV1-2026-08-10,ZOZXRJV1,2026-08-10,Linux
ZOZXRJV1-2026-08-10,ZOZXRJV1,2026-08-10,OS
ZOZXRJV1-2026-08-10,ZOZXRJV1,2026-08-10,KVM
6ILGWNXY-2026-08-10,6ILGWNXY,2026-08-10,Wykształcenie wyższe
6ILGWNXY-2026-08-10,6ILGWNXY,2026-08-10,B2B
6ILGWNXY-2026-08-10,6ILGWNXY,2026-08-10,B2C
RPWZOTTH-2026-08-10,RPWZOTTH,2026-08-10,Wykształcenie wyższe
RPWZOTTH-2026-08-10,RPWZOTTH,2026-08-10,B2B
RPWZOTTH-2026-08-10,RPWZOTTH,2026-08-10,B2C
CANJ4MOX-2026-08-10,CANJ4MOX,2026-08-10,Wykształcenie wyższe
CANJ4MOX-2026-08-10,CANJ4MOX,2026-08-10,B2B
CANJ4MOX-2026-08-10,CANJ4MOX,2026-08-10,B2C
PVUE2SUG-2026-08-10,PVUE2SUG,2026-08-10,UDT
PVUE2SUG-2026-08-10,PVUE2SUG,2026-08-10,Wykształcenie wyższe
KGXGLE2K-2026-08-10,KGXGLE2K,2026-08-10,UL
KGXGLE2K-2026-08-10,KGXGLE2K,2026-08-10,BPMN
KGXGLE2K-2026-08-10,KGXGLE2K,2026-08-10,UML
EWQWASBA-2026-08-10,EWQWASBA,2026-08-10,Android
EWQWASBA-2026-08-10,EWQWASBA,2026-08-10,iOS
BCXOROJF-2026-08-10,BCXOROJF,2026-08-10,Scala
BCXOROJF-2026-08-10,BCXOROJF,2026-08-10,Java
BCXOROJF-2026-08-10,BCXOROJF,2026-08-10,GCP
HWI2HIB3-2026-08-10,HWI2HIB3,2026-08-10,.NET
HWI2HIB3-2026-08-10,HWI2HIB3,2026-08-10,C#
HWI2HIB3-2026-08-10,HWI2HIB3,2026-08-10,.NET CORE
NYBRUEXS-2026-08-10,NYBRUEXS,2026-08-10,ISTQB
NYBRUEXS-2026-08-10,NYBRUEXS,2026-08-10,R
NYBRUEXS-2026-08-10,NYBRUEXS,2026-08-10,Test management
XYVVE3PV-2026-08-10,XYVVE3PV,2026-08-10,Swift
XYVVE3PV-2026-08-10,XYVVE3PV,2026-08-10,Kotlin
XYVVE3PV-2026-08-10,XYVVE3PV,2026-08-10,AI
ORFSR1Q8-2026-08-10,ORFSR1Q8,2026-08-10,Analityka
ORFSR1Q8-2026-08-10,ORFSR1Q8,2026-08-10,IGaming
V0EYUS3N-2026-08-10,V0EYUS3N,2026-08-10,AWS
V0EYUS3N-2026-08-10,V0EYUS3N,2026-08-10,SQL
V0EYUS3N-2026-08-10,V0EYUS3N,2026-08-10,Python
OVUBLJPS-2026-08-10,OVUBLJPS,2026-08-10,HCM
OVUBLJPS-2026-08-10,OVUBLJPS,2026-08-10,Workday HCM
OVUBLJPS-2026-08-10,OVUBLJPS,2026-08-10,HR
XZIWJ2JK-2026-08-10,XZIWJ2JK,2026-08-10,Python
XZIWJ2JK-2026-08-10,XZIWJ2JK,2026-08-10,iOS
XZIWJ2JK-2026-08-10,XZIWJ2JK,2026-08-10,Swift
P9FX0U9M-2026-08-10,P9FX0U9M,2026-08-10,React
P9FX0U9M-2026-08-10,P9FX0U9M,2026-08-10,Algorithmic thinking
P9FX0U9M-2026-08-10,P9FX0U9M,2026-08-10,Data structures
H1SG7EUV-2026-08-10,H1SG7EUV,2026-08-10,Jira
H1SG7EUV-2026-08-10,H1SG7EUV,2026-08-10,Confluence
H1SG7EUV-2026-08-10,H1SG7EUV,2026-08-10,Azure
KR2UWB0U-2026-08-10,KR2UWB0U,2026-08-10,SAP
BUVU3N4W-2026-08-10,BUVU3N4W,2026-08-10,Scala
BUVU3N4W-2026-08-10,BUVU3N4W,2026-08-10,Python
BUVU3N4W-2026-08-10,BUVU3N4W,2026-08-10,LLM
P2TB4YNT-2026-08-10,P2TB4YNT,2026-08-10,Księgowość
P2TB4YNT-2026-08-10,P2TB4YNT,2026-08-10,Obsługa klienta
P2TB4YNT-2026-08-10,P2TB4YNT,2026-08-10,Komunikacja
OM78K6AE-2026-08-10,OM78K6AE,2026-08-10,Cybersecurity
OM78K6AE-2026-08-10,OM78K6AE,2026-08-10,L2
OM78K6AE-2026-08-10,OM78K6AE,2026-08-10,SIEM
QQKEYRCI-2026-08-10,QQKEYRCI,2026-08-10,SAP
UPQHPCEJ-2026-08-10,UPQHPCEJ,2026-08-10,Doświadczenie
UPQHPCEJ-2026-08-10,UPQHPCEJ,2026-08-10,Wykształcenie wyższe techniczne
UPQHPCEJ-2026-08-10,UPQHPCEJ,2026-08-10,Schematy elektryczne
TLJC3Z5W-2026-08-10,TLJC3Z5W,2026-08-10,Doświadczenie
TLJC3Z5W-2026-08-10,TLJC3Z5W,2026-08-10,Prawo pracy
YQHRMXAR-2026-08-10,YQHRMXAR,2026-08-10,.NET
YQHRMXAR-2026-08-10,YQHRMXAR,2026-08-10,React
YQHRMXAR-2026-08-10,YQHRMXAR,2026-08-10,ASP.NET
1VH3I81E-2026-08-10,1VH3I81E,2026-08-10,CD
1VH3I81E-2026-08-10,1VH3I81E,2026-08-10,Jenkins
1VH3I81E-2026-08-10,1VH3I81E,2026-08-10,TFS
MTK3DHCO-2026-08-10,MTK3DHCO,2026-08-10,Project management
MTK3DHCO-2026-08-10,MTK3DHCO,2026-08-10,ServiceNow
MTK3DHCO-2026-08-10,MTK3DHCO,2026-08-10,Resource Management
615TVCHT-2026-08-10,615TVCHT,2026-08-10,Python
615TVCHT-2026-08-10,615TVCHT,2026-08-10,ROS
615TVCHT-2026-08-10,615TVCHT,2026-08-10,Docker
2GJ8KHZC-2026-08-10,2GJ8KHZC,2026-08-10,Azure
2GJ8KHZC-2026-08-10,2GJ8KHZC,2026-08-10,Azure Databricks
2GJ8KHZC-2026-08-10,2GJ8KHZC,2026-08-10,ETL
ODABMWS6-2026-08-10,ODABMWS6,2026-08-10,Microsoft Dynamics 365
ODABMWS6-2026-08-10,ODABMWS6,2026-08-10,Business Central
ODABMWS6-2026-08-10,ODABMWS6,2026-08-10,AL
ZOUG3YKU-2026-08-10,ZOUG3YKU,2026-08-10,Java
ZOUG3YKU-2026-08-10,ZOUG3YKU,2026-08-10,Tomcat
ZOUG3YKU-2026-08-10,ZOUG3YKU,2026-08-10,Hibernate
SBGUBIHX-2026-08-10,SBGUBIHX,2026-08-10,Python
SBGUBIHX-2026-08-10,SBGUBIHX,2026-08-10,Data pipelines
SBGUBIHX-2026-08-10,SBGUBIHX,2026-08-10,SQL
PBBITBF2-2026-08-10,PBBITBF2,2026-08-10,Data analytics
PBBITBF2-2026-08-10,PBBITBF2,2026-08-10,Data migration
PBBITBF2-2026-08-10,PBBITBF2,2026-08-10,DORA
BRQEF1JK-2026-08-10,BRQEF1JK,2026-08-10,Kotlin
BRQEF1JK-2026-08-10,BRQEF1JK,2026-08-10,Android SDK
BRQEF1JK-2026-08-10,BRQEF1JK,2026-08-10,Clean Architecture
3R4HJBG8-2026-08-10,3R4HJBG8,2026-08-10,Java
3R4HJBG8-2026-08-10,3R4HJBG8,2026-08-10,WildFly
3R4HJBG8-2026-08-10,3R4HJBG8,2026-08-10,ORM
QWKWRCPZ-2026-08-10,QWKWRCPZ,2026-08-10,Python
QWKWRCPZ-2026-08-10,QWKWRCPZ,2026-08-10,pytest
QWKWRCPZ-2026-08-10,QWKWRCPZ,2026-08-10,IAM
WERDHLPW-2026-08-10,WERDHLPW,2026-08-10,Java
WERDHLPW-2026-08-10,WERDHLPW,2026-08-10,Kafka
WYOTKDOA-2026-08-10,WYOTKDOA,2026-08-10,Java
WYOTKDOA-2026-08-10,WYOTKDOA,2026-08-10,Spring
WYOTKDOA-2026-08-10,WYOTKDOA,2026-08-10,Boot
JV3BKHIN-2026-08-10,JV3BKHIN,2026-08-10,GCP
JV3BKHIN-2026-08-10,JV3BKHIN,2026-08-10,Cloud
JV3BKHIN-2026-08-10,JV3BKHIN,2026-08-10,Security
W9GJFPKL-2026-08-10,W9GJFPKL,2026-08-10,JavaScript
W9GJFPKL-2026-08-10,W9GJFPKL,2026-08-10,TypeScript
W9GJFPKL-2026-08-10,W9GJFPKL,2026-08-10,Playwright
N9KUTXTL-2026-08-10,N9KUTXTL,2026-08-10,Data engineering
N9KUTXTL-2026-08-10,N9KUTXTL,2026-08-10,Data models
N9KUTXTL-2026-08-10,N9KUTXTL,2026-08-10,Data modeling
E5UOLADE-2026-08-10,E5UOLADE,2026-08-10,C#
E5UOLADE-2026-08-10,E5UOLADE,2026-08-10,.NET CORE
E5UOLADE-2026-08-10,E5UOLADE,2026-08-10,REST API
HCRB6WMC-2026-08-10,HCRB6WMC,2026-08-10,Python
HCRB6WMC-2026-08-10,HCRB6WMC,2026-08-10,AI
HCRB6WMC-2026-08-10,HCRB6WMC,2026-08-10,Machine learning
K08NDOLN-2026-08-10,K08NDOLN,2026-08-10,C#
K08NDOLN-2026-08-10,K08NDOLN,2026-08-10,.NET CORE
K08NDOLN-2026-08-10,K08NDOLN,2026-08-10,REST API
5BTVGNXZ-2026-08-10,5BTVGNXZ,2026-08-10,Selenium
5BTVGNXZ-2026-08-10,5BTVGNXZ,2026-08-10,Cucumber
5BTVGNXZ-2026-08-10,5BTVGNXZ,2026-08-10,JMeter
1TVMXLRH-2026-08-10,1TVMXLRH,2026-08-10,Java
1TVMXLRH-2026-08-10,1TVMXLRH,2026-08-10,Spring Boot
1TVMXLRH-2026-08-10,1TVMXLRH,2026-08-10,Backend
M5WK62OC-2026-08-10,M5WK62OC,2026-08-10,Spring Boot
M5WK62OC-2026-08-10,M5WK62OC,2026-08-10,Web applications
M5WK62OC-2026-08-10,M5WK62OC,2026-08-10,Java
PTX3GHGL-2026-08-10,PTX3GHGL,2026-08-10,HashiCorp
PTX3GHGL-2026-08-10,PTX3GHGL,2026-08-10,Terraform
PTX3GHGL-2026-08-10,PTX3GHGL,2026-08-10,Vault
RQYBFW3F-2026-08-10,RQYBFW3F,2026-08-10,Java
RQYBFW3F-2026-08-10,RQYBFW3F,2026-08-10,Spring Boot
RQYBFW3F-2026-08-10,RQYBFW3F,2026-08-10,PostgreSQL
KBNITFLU-2026-08-10,KBNITFLU,2026-08-10,React
KBNITFLU-2026-08-10,KBNITFLU,2026-08-10,TypeScript
KBNITFLU-2026-08-10,KBNITFLU,2026-08-10,Web applications
R70EUGIT-2026-08-10,R70EUGIT,2026-08-10,Degree
R70EUGIT-2026-08-10,R70EUGIT,2026-08-10,L2
R70EUGIT-2026-08-10,R70EUGIT,2026-08-10,DevOps
KULR0UUD-2026-08-10,KULR0UUD,2026-08-10,Genesys
KULR0UUD-2026-08-10,KULR0UUD,2026-08-10,Cloud
KULR0UUD-2026-08-10,KULR0UUD,2026-08-10,Testing
AIYWWOYJ-2026-08-10,AIYWWOYJ,2026-08-10,React
AIYWWOYJ-2026-08-10,AIYWWOYJ,2026-08-10,JavaScript
AIYWWOYJ-2026-08-10,AIYWWOYJ,2026-08-10,TypeScript
FRJ9XDWZ-2026-08-10,FRJ9XDWZ,2026-08-10,CI/CD
FRJ9XDWZ-2026-08-10,FRJ9XDWZ,2026-08-10,REST API
FRJ9XDWZ-2026-08-10,FRJ9XDWZ,2026-08-10,JSON
BGMHZNME-2026-08-10,BGMHZNME,2026-08-10,Java
BGMHZNME-2026-08-10,BGMHZNME,2026-08-10,AI
BGMHZNME-2026-08-10,BGMHZNME,2026-08-10,React
CSHTOEL5-2026-08-10,CSHTOEL5,2026-08-10,Excel
CSHTOEL5-2026-08-10,CSHTOEL5,2026-08-10,Power Query
CSHTOEL5-2026-08-10,CSHTOEL5,2026-08-10,Power Pivot
XONEJOC1-2026-08-10,XONEJOC1,2026-08-10,Tosca
XONEJOC1-2026-08-10,XONEJOC1,2026-08-10,Test case
XONEJOC1-2026-08-10,XONEJOC1,2026-08-10,CRM
GH54BYOV-2026-08-10,GH54BYOV,2026-08-10,Python
GH54BYOV-2026-08-10,GH54BYOV,2026-08-10,FastAPI
GH54BYOV-2026-08-10,GH54BYOV,2026-08-10,Microservices architecture
0S6TRKZ7-2026-08-10,0S6TRKZ7,2026-08-10,AWS
0S6TRKZ7-2026-08-10,0S6TRKZ7,2026-08-10,Linux
0S6TRKZ7-2026-08-10,0S6TRKZ7,2026-08-10,GitLab
FQBS4FZX-2026-08-10,FQBS4FZX,2026-08-10,Data engineering
FQBS4FZX-2026-08-10,FQBS4FZX,2026-08-10,Data models
FQBS4FZX-2026-08-10,FQBS4FZX,2026-08-10,Data modeling
LKIURI5Q-2026-08-10,LKIURI5Q,2026-08-10,AWS
LKIURI5Q-2026-08-10,LKIURI5Q,2026-08-10,Linux
LKIURI5Q-2026-08-10,LKIURI5Q,2026-08-10,GitLab
1HVYTEGL-2026-08-10,1HVYTEGL,2026-08-10,Business analysis
1HVYTEGL-2026-08-10,1HVYTEGL,2026-08-10,AI
1HVYTEGL-2026-08-10,1HVYTEGL,2026-08-10,Requirements analysis
K10T1Q2Z-2026-08-10,K10T1Q2Z,2026-08-10,.NET
K10T1Q2Z-2026-08-10,K10T1Q2Z,2026-08-10,OOP
K10T1Q2Z-2026-08-10,K10T1Q2Z,2026-08-10,Design Patterns
MURLISOU-2026-08-10,MURLISOU,2026-08-10,Cloud
MURLISOU-2026-08-10,MURLISOU,2026-08-10,CRM
MURLISOU-2026-08-10,MURLISOU,2026-08-10,REST API
I5DBPSI4-2026-08-10,I5DBPSI4,2026-08-10,Genesys
I5DBPSI4-2026-08-10,I5DBPSI4,2026-08-10,SLA
I5DBPSI4-2026-08-10,I5DBPSI4,2026-08-10,Cloud
K95YU3KJ-2026-08-10,K95YU3KJ,2026-08-10,QA
K95YU3KJ-2026-08-10,K95YU3KJ,2026-08-10,UAT
K95YU3KJ-2026-08-10,K95YU3KJ,2026-08-10,Jira
R9VYSQSA-2026-08-10,R9VYSQSA,2026-08-10,SAP MM
GIAALOPM-2026-08-10,GIAALOPM,2026-08-10,MS Dynamics 365 CE
GIAALOPM-2026-08-10,GIAALOPM,2026-08-10,Power Apps Architect
GIAALOPM-2026-08-10,GIAALOPM,2026-08-10,Power Platform
BCUJNRFT-2026-08-10,BCUJNRFT,2026-08-10,Data science
BCUJNRFT-2026-08-10,BCUJNRFT,2026-08-10,Machine learning
BCUJNRFT-2026-08-10,BCUJNRFT,2026-08-10,AI
ST3YWMQ7-2026-08-10,ST3YWMQ7,2026-08-10,Cryptography
ST3YWMQ7-2026-08-10,ST3YWMQ7,2026-08-10,Cybersecurity
ST3YWMQ7-2026-08-10,ST3YWMQ7,2026-08-10,Communication skills
P2AZCMXQ-2026-08-10,P2AZCMXQ,2026-08-10,Enterprise Architect
P2AZCMXQ-2026-08-10,P2AZCMXQ,2026-08-10,Microservices
P2AZCMXQ-2026-08-10,P2AZCMXQ,2026-08-10,Data models
1EJITXEG-2026-08-10,1EJITXEG,2026-08-10,Angular
1EJITXEG-2026-08-10,1EJITXEG,2026-08-10,Django
1EJITXEG-2026-08-10,1EJITXEG,2026-08-10,Celery
WP6M0ZEU-2026-08-10,WP6M0ZEU,2026-08-10,.NET
WP6M0ZEU-2026-08-10,WP6M0ZEU,2026-08-10,IT-related University degree
WP6M0ZEU-2026-08-10,WP6M0ZEU,2026-08-10,Degree
HOM7QDYN-2026-08-10,HOM7QDYN,2026-08-10,Pełna księgowość
HOM7QDYN-2026-08-10,HOM7QDYN,2026-08-10,Podatki
HOM7QDYN-2026-08-10,HOM7QDYN,2026-08-10,Spółki prawa handlowego
VUPXELA2-2026-08-10,VUPXELA2,2026-08-10,Windows
VUPXELA2-2026-08-10,VUPXELA2,2026-08-10,Windows Server
VUPXELA2-2026-08-10,VUPXELA2,2026-08-10,AD
YHXNBSGL-2026-08-10,YHXNBSGL,2026-08-10,Uproszczona księgowość
YHXNBSGL-2026-08-10,YHXNBSGL,2026-08-10,Podatki
YHXNBSGL-2026-08-10,YHXNBSGL,2026-08-10,Deklaracje ZUS
VBTRAL4O-2026-08-10,VBTRAL4O,2026-08-10,Python
VBTRAL4O-2026-08-10,VBTRAL4O,2026-08-10,Machine learning
VBTRAL4O-2026-08-10,VBTRAL4O,2026-08-10,Data science
7TXQTTTT-2026-08-10,7TXQTTTT,2026-08-10,Pełna księgowość
7TXQTTTT-2026-08-10,7TXQTTTT,2026-08-10,Podatki
7TXQTTTT-2026-08-10,7TXQTTTT,2026-08-10,Spółki prawa handlowego
QMB1LWXH-2026-08-10,QMB1LWXH,2026-08-10,Uproszczona księgowość
QMB1LWXH-2026-08-10,QMB1LWXH,2026-08-10,Podatki
QMB1LWXH-2026-08-10,QMB1LWXH,2026-08-10,Deklaracje ZUS
AVXQ8LFP-2026-08-10,AVXQ8LFP,2026-08-10,SQL
AVXQ8LFP-2026-08-10,AVXQ8LFP,2026-08-10,Python
AVXQ8LFP-2026-08-10,AVXQ8LFP,2026-08-10,GCP
AB5ZRPYG-2026-08-10,AB5ZRPYG,2026-08-10,Jira
AB5ZRPYG-2026-08-10,AB5ZRPYG,2026-08-10,Confluence
AB5ZRPYG-2026-08-10,AB5ZRPYG,2026-08-10,Agile
YCBXPDKF-2026-08-10,YCBXPDKF,2026-08-10,Troubleshooting
7YAIUF0K-2026-08-10,7YAIUF0K,2026-08-10,C++
7YAIUF0K-2026-08-10,7YAIUF0K,2026-08-10,C
7YAIUF0K-2026-08-10,7YAIUF0K,2026-08-10,Python
K6NDDSIC-2026-08-10,K6NDDSIC,2026-08-10,Java
K6NDDSIC-2026-08-10,K6NDDSIC,2026-08-10,Spring Boot
K6NDDSIC-2026-08-10,K6NDDSIC,2026-08-10,System Design
ZZGKIRFC-2026-08-10,ZZGKIRFC,2026-08-10,C++
ZZGKIRFC-2026-08-10,ZZGKIRFC,2026-08-10,SQL
ZZGKIRFC-2026-08-10,ZZGKIRFC,2026-08-10,Multithreading
OFHUJL40-2026-08-10,OFHUJL40,2026-08-10,PostgreSQL
OFHUJL40-2026-08-10,OFHUJL40,2026-08-10,WAL archiving
OFHUJL40-2026-08-10,OFHUJL40,2026-08-10,Streaming replication
VJ75ESG9-2026-08-10,VJ75ESG9,2026-08-10,AI
VJ75ESG9-2026-08-10,VJ75ESG9,2026-08-10,GitHub
VJ75ESG9-2026-08-10,VJ75ESG9,2026-08-10,CA
NEJOBZOJ-2026-08-10,NEJOBZOJ,2026-08-10,Project management
